ТН;ТБ;ГОСБ;кластер;сумма
00000000000000451656;Поволжский банк;Волгоградское ГОСБ;2;18940569661
00000000000000040531;Московский банк;Управление МБ по работе с предприятиями транспорта;1;28587807205
00000000000001536927;Северо-Западный банк;ГО по Санкт-Петербургу;1;9227346011
00000000000001447447;Московский банк;Управление МБ по работе с предприятиями промышленности;1;11482396198
00000000000002019681;Северо-Западный банк;ГО по Санкт-Петербургу;1;25885676430
00000000000000902095;Северо-Западный банк;Вологодское ГОСБ;3;3581734477
00000000000000602793;Среднерусский банк;Восточное ГОСБ;1;17005972941
00000000000001847645;Волго-Вятский банк;ГО по Нижегородской области;1;12389764868
00000000000000291216;Северо-Западный банк;Вологодское ГОСБ;3;19306048011
00000000000000891736;Северо-Западный банк;Мурманское ГОСБ;2;6728482988
00000000000000864253;Волго-Вятский банк;Владимирское ГОСБ;3;25463379937
00000000000002168811;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;-4618822
00000000000000819521;Сибирский банк;Красноярское ГОСБ;1;18718963230
00000000000001160734;Московский банк;Управление МБ по работе с предприятиями транспорта;1;28491066184
00000000000001332028;Юго-Западный банк;Аппарат Юго-Западного банка;1;7727689388
00000000000000348299;Сибирский банк;Новосибирское ГОСБ;1;26012523348
00000000000001753013;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;7618948173
00000000000002156840;Уральский банк;Челябинское ГОСБ;1;28349243573
00000000000001223448;Юго-Западный банк;Ставропольское ГОСБ;1;-5037472
00000000000001705395;Центрально-Черноземный банк;ГО по Воронежской области;1;18780859503
00000000000000284249;Северо-Западный банк;ГО по Санкт-Петербургу;1;4190849632
00000000000000313261;Юго-Западный банк;Ставропольское ГОСБ;1;15021659003
00000000000000754672;Юго-Западный банк;Аппарат Юго-Западного банка;1;0
